Loan Number,Country,Interest Rate,Currency of Commitment,Project ID,Original Principal Amount,Cancelled Amount,Disbursed Amount,Repaid to IBRD,Sold 3rd Party,First Repayment Date,Last Repayment Date
IBRD04910,Philippines,6,USD,P004416,"$12,000,000.00 ",$0.00 ,"$12,000,000.00 ","$10,895,000.00 ","$1,105,000.00 ",12/01/1970,06/01/1987
IBRD04920,Swaziland,6,USD,P002650,"$2,750,000.00 ",$0.00 ,"$2,750,000.00 ","$2,445,000.00 ","$305,000.00 ",02/15/1971,02/15/1987
IBRD04930,Senegal,6,USD,P002272,"$4,000,000.00 ","$445,963.05 ","$3,554,036.95 ","$3,119,376.39 ","$434,660.56 ",10/15/1970,04/15/1982
IBRD04940,Cyprus,6,USD,P008338,"$2,800,000.00 ","$474,902.33 ","$2,325,097.67 ","$1,970,097.67 ","$355,000.00 ",09/15/1970,09/15/1982
IBRD04950,Honduras,6,USD,P007337,"$8,600,000.00 ","$5,876.29 ","$8,594,123.71 ","$8,379,123.71 ","$215,000.00 ",02/01/1972,08/01/1987
IBRD04960,Pakistan,6,USD,P010044,"$13,500,000.00 ","$10,483.00 ","$13,489,517.00 ","$11,834,749.07 ","$1,654,767.93 ",02/15/1971,08/15/1992
IBRD04970,Trinidad and Tobago,6,USD,P008079,"$8,600,000.00 ",$0.00 ,"$8,600,000.00 ","$7,707,374.05 ","$892,625.95 ",01/15/1972,07/15/1992
IBRD04980,"Taiwan, China",6,USD,P003663,"$14,400,000.00 ","$8,245,090.43 ","$6,154,909.57 ","$5,027,409.57 ","$1,127,500.00 ",08/01/1970,02/01/1982
IBRD04990,Colombia,6,USD,P006710,"$16,000,000.00 ",$0.00 ,"$16,000,000.00 ","$15,650,000.00 ","$350,000.00 ",10/15/1971,10/15/1987
IBRD05000,Malaysia,6,USD,P004218,"$10,000,000.00 ",$0.00 ,"$10,000,000.00 ","$9,603,686.49 ","$396,313.51 ",08/01/1972,08/01/1992
IBRD05010,Ecuador,6,USD,P007038,"$4,000,000.00 ","$304,770.49 ","$3,695,229.51 ","$3,585,229.51 ","$110,000.00 ",04/15/1973,04/15/1985
IBRD05020,Colombia,6,USD,P006709,"$9,000,000.00 ","$341,949.79 ","$8,658,050.21 ","$8,658,050.21 ",$0.00 ,10/15/1973,10/15/1992
IBRD05030,Singapore,6,USD,P004637,"$23,000,000.00 ",$0.00 ,"$23,000,000.00 ","$20,720,214.38 ","$2,279,785.62 ",06/01/1970,06/01/1987
IBRD05040,"Yugoslavia, former",6,USD,P009142,"$10,500,000.00 ","$755,516.99 ","$9,744,483.01 ","$9,319,483.01 ","$425,000.00 ",02/15/1970,08/15/1981
IBRD05050,Argentina,6,USD,P005923,"$15,300,000.00 ","$348,677.56 ","$14,951,322.44 ","$13,846,322.44 ","$1,105,000.00 ",08/01/1972,08/01/1987
IBRD05060,"Taiwan, China",6,USD,P003664,"$17,000,000.00 ","$4,500,000.00 ","$12,500,000.00 ","$11,455,000.00 ","$1,045,000.00 ",10/15/1971,10/15/1987
IBRD05070,Spain,6,USD,P037486,"$50,000,000.00 ",$0.00 ,"$50,000,000.00 ","$49,292,603.21 ","$707,396.79 ",10/15/1971,10/15/1982
IBRD05080,"Taiwan, China",0,USD,P003665,"$15,000,000.00 ","$416,647.35 ","$14,583,352.65 ","$14,583,352.65 ",$0.00 ,01/15/1970,01/15/1983
IBRD05090,Pakistan,0,USD,P010045,"$35,000,000.00 ","$13,174,393.90 ","$21,825,606.10 ","$21,825,606.10 ",$0.00 ,01/15/1970,01/15/1984
IBRD05100,Madagascar,6,USD,P001468,"$4,800,000.00 ","$270,281.14 ","$4,529,718.86 ","$4,529,718.86 ",$0.00 ,04/01/1977,04/01/1997
IBRD05110,Peru,6,USD,P007951,"$17,500,000.00 ",$0.00 ,"$17,500,000.00 ","$17,050,000.00 ","$450,000.00 ",11/15/1972,11/15/1992
IBRD05120,Tunisia,0,USD,P005597,"$10,000,000.00 ","$708,347.34 ","$9,291,652.66 ","$9,291,652.66 ",$0.00 ,05/01/1969,05/01/1985
IBRD05130,Singapore,6,USD,P004636,"$3,000,000.00 ",$0.00 ,"$3,000,000.00 ","$2,790,000.00 ","$210,000.00 ",08/01/1970,08/01/1987
IBRD05140,Thailand,6,USD,P004667,"$26,000,000.00 ","$177,171.62 ","$25,822,828.38 ","$8,587,828.38 ","$17,235,000.00 ",08/15/1973,08/15/1987
IBRD05150,India,0,USD,P009642,"$25,000,000.00 ","$1,097,864.55 ","$23,902,135.45 ","$23,902,135.45 ",$0.00 ,01/01/1970,01/01/1983
IBRD05160,Brazil,6,USD,P006235,"$40,000,000.00 ",$0.00 ,"$40,000,000.00 ","$39,625,000.00 ","$375,000.00 ",03/15/1974,03/15/1978
IBRD05170,"Iran, Islamic Republic of",6,USD,P005184,"$22,000,000.00 ","$12,844,000.00 ","$9,156,000.00 ","$8,778,270.16 ","$377,729.84 ",02/15/1974,02/15/1993
IBRD05180,Tanzania,6,USD,P002676,"$5,200,000.00 ",$0.00 ,"$5,200,000.00 ","$5,110,000.00 ","$90,000.00 ",07/01/1971,01/01/1988
IBRD05190,Israel,0,USD,P037406,"$15,000,000.00 ","$40,499.68 ","$14,959,500.32 ","$13,590,171.00 ","$1,369,329.32 ",09/01/1970,03/01/1983
IBRD05200,Sri Lanka,0,USD,P010046,"$4,000,000.00 ","$1,798,749.53 ","$2,201,250.47 ","$2,201,250.47 ",$0.00 ,02/01/1970,02/01/1984
IBRD05210,El Salvador,6,USD,P007145,"$2,800,000.00 ",$0.00 ,"$2,800,000.00 ","$2,720,000.00 ","$80,000.00 ",10/01/1971,10/01/1990
IBRD05220,Sudan,6.25,USD,P002556,"$24,000,000.00 ","$5,000,000.00 ","$19,000,000.00 ","$19,000,000.00 ",$0.00 ,01/01/1973,01/01/1993
IBRD05230,Ethiopia,6.25,USD,P000667,"$13,500,000.00 ",$0.00 ,"$13,500,000.00 ","$13,500,000.00 ",$0.00 ,07/15/1972,01/15/1992
IBRD05240,"Taiwan, China",6.25,USD,P003666,"$17,500,000.00 ","$792,306.17 ","$16,707,693.83 ","$16,107,693.83 ","$600,000.00 ",01/15/1971,01/15/1983
IBRD05250,Argentina,6.25,USD,P005924,"$55,000,000.00 ","$4,000,000.00 ","$51,000,000.00 ","$49,325,000.00 ","$1,675,000.00 ",04/01/1971,04/01/1988
IBRD05260,Brazil,6.25,USD,P006236,"$22,000,000.00 ","$143,386.17 ","$21,856,613.83 ","$21,556,613.83 ","$300,000.00 ",08/15/1971,02/15/1983
IBRD05270,Mexico,6.25,USD,P007515,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$24,875,000.00 ","$125,000.00 ",08/01/1975,02/01/1988
IBRD05280,Mexico,6.25,USD,P007517,"$27,500,000.00 ","$2,881.05 ","$27,497,118.95 ","$26,614,533.49 ","$882,585.46 ",07/01/1972,01/01/1988
IBRD05290,"Korea, Republic of",0,USD,P004039,"$5,000,000.00 ","$50,286.44 ","$4,949,713.56 ","$4,949,713.56 ",$0.00 ,11/15/1970,05/15/1985
IBRD05300,Greece,0,USD,P008418,"$12,500,000.00 ","$925,000.00 ","$11,575,000.00 ","$11,575,000.00 ",$0.00 ,08/01/1969,08/01/1979
IBRD05310,Serbia,6.25,USD,P009143,"$45,735,000.00 ",$0.00 ,"$45,735,000.00 ","$45,328,464.28 ","$406,535.72 ",03/01/1974,03/01/1993
IBRD05320,Nicaragua,6.25,USD,P007748,"$4,000,000.00 ",$0.00 ,"$4,000,000.00 ","$4,000,000.00 ",$0.00 ,05/15/1978,05/15/1993
IBRD05330,Malaysia,6.25,USD,P004220,"$14,000,000.00 ",$0.00 ,"$14,000,000.00 ","$13,288,259.64 ","$711,740.36 ",06/01/1976,06/01/1988
IBRD05340,Colombia,0,USD,P006711,"$12,500,000.00 ","$66,938.73 ","$12,433,061.27 ","$12,433,061.27 ",$0.00 ,02/15/1970,08/15/1985
IBRD05350,Thailand,6.25,USD,P004668,"$29,000,000.00 ","$6,123,129.32 ","$22,876,870.68 ","$1,026,870.68 ","$21,850,000.00 ",10/15/1972,04/15/1988
IBRD05360,Colombia,6.25,USD,P006713,"$14,000,000.00 ","$2,533.28 ","$13,997,466.72 ","$13,997,466.72 ",$0.00 ,12/01/1972,06/01/1988
IBRD05370,Colombia,6.25,USD,P006712,"$18,000,000.00 ","$16,278.85 ","$17,983,721.15 ","$17,983,721.15 ",$0.00 ,05/15/1972,05/15/1988
IBRD05380,Costa Rica,6.25,USD,P006902,"$3,000,000.00 ",$0.00 ,"$3,000,000.00 ","$2,940,000.00 ","$60,000.00 ",08/01/1973,08/01/1988
IBRD05390,"Iran, Islamic Republic of",0,USD,P005185,"$25,000,000.00 ","$1,043,102.36 ","$23,956,897.64 ","$23,956,897.64 ",$0.00 ,01/15/1970,07/15/1981
IBRD05400,Gabon,6.25,USD,P000778,"$1,800,000.00 ","$98,873.37 ","$1,701,126.63 ","$1,701,126.63 ",$0.00 ,08/15/1978,08/15/1993
IBRD05410,Honduras,6.25,USD,P007339,"$7,500,000.00 ",$0.00 ,"$7,500,000.00 ","$7,325,000.00 ","$175,000.00 ",02/15/1972,02/15/1993
IBRD05420,Cote d'Ivoire,6.25,USD,P001095,"$5,800,000.00 ",$0.00 ,"$5,800,000.00 ","$5,580,000.00 ","$220,000.00 ",01/15/1972,07/15/1987
IBRD05430,Nicaragua,6.25,USD,P007749,"$15,250,000.00 ",$0.00 ,"$15,250,000.00 ","$14,750,000.00 ","$500,000.00 ",06/01/1973,06/01/1988
IBRD05440,Mexico,6.25,USD,P007516,"$90,000,000.00 ",$0.00 ,"$90,000,000.00 ","$87,973,025.00 ","$2,026,975.00 ",06/01/1972,06/01/1988
IBRD05450,Guatemala,6.25,USD,P007181,"$7,000,000.00 ",$0.00 ,"$7,000,000.00 ","$7,000,000.00 ",$0.00 ,01/01/1972,07/01/1991
IBRD05460,Papua New Guinea,6.25,USD,P004346,"$7,000,000.00 ",$0.00 ,"$7,000,000.00 ","$6,386,614.49 ","$613,385.51 ",11/15/1973,11/15/1988
IBRD05470,Singapore,6.25,USD,P004639,"$6,000,000.00 ",$0.00 ,"$6,000,000.00 ","$5,468,108.15 ","$531,891.85 ",11/15/1973,11/15/1988
IBRD05480,Pakistan,8.5,USD,P010049,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$23,694,826.23 ","$1,305,173.77 ",03/01/1978,09/01/1993
IBRD05490,Pakistan,6.25,USD,P010050,"$32,000,000.00 ",$0.00 ,"$32,000,000.00 ","$30,771,212.08 ","$1,228,787.92 ",11/15/1972,05/15/1983
IBRD05500,Colombia,6.25,USD,P006718,"$17,200,000.00 ",$0.00 ,"$17,200,000.00 ","$17,200,000.00 ",$0.00 ,11/15/1972,05/15/1992
IBRD05510,Colombia,6.25,USD,P006719,"$18,300,000.00 ","$5,875,000.00 ","$12,425,000.00 ","$12,125,000.00 ","$300,000.00 ",10/01/1971,04/01/1988
IBRD05520,Colombia,6.25,USD,P006716,"$7,600,000.00 ","$1,477,510.10 ","$6,122,489.90 ","$6,122,489.90 ",$0.00 ,05/15/1979,11/15/1993
IBRD05530,Sierra Leone,6.25,USD,P002388,"$3,900,000.00 ",$0.00 ,"$3,900,000.00 ","$3,850,000.00 ","$50,000.00 ",02/15/1972,08/15/1988
IBRD05540,"Yugoslavia, former",6.5,USD,P009144,"$16,000,000.00 ",$0.00 ,"$16,000,000.00 ","$15,420,000.00 ","$580,000.00 ",05/15/1971,11/15/1982
IBRD05550,Ecuador,6.25,USD,P007040,"$5,300,000.00 ","$1,462,466.13 ","$3,837,533.87 ","$3,837,533.87 ",$0.00 ,01/01/1975,07/01/1988
IBRD05560,Sudan,6.25,USD,P002557,"$5,000,000.00 ","$1,101,724.04 ","$3,898,275.96 ","$3,898,275.96 ",$0.00 ,08/01/1973,08/01/1993
IBRD05570,Guinea,6.5,USD,P001019,"$64,500,000.00 ",$0.00 ,"$64,500,000.00 ","$64,500,000.00 ",$0.00 ,10/01/1973,10/01/1992
IBRD05581,Chile,6.5,USD,P006591,"$11,600,000.00 ","$47,401.15 ","$11,552,598.85 ","$11,402,598.85 ","$150,000.00 ",10/01/1973,10/01/1988
IBRD05582,Chile,7.25,USD,P006591,"$1,600,000.00 ","$278,834.44 ","$1,321,165.56 ","$1,321,165.56 ",$0.00 ,04/01/1975,10/01/1988
IBRD05590,Guyana,6.5,USD,P007226,"$5,000,000.00 ","$308,828.98 ","$4,691,171.02 ","$4,591,171.02 ","$100,000.00 ",11/15/1973,11/15/1993
IBRD05600,Malaysia,6.5,USD,P004221,"$4,400,000.00 ",$0.00 ,"$4,400,000.00 ","$4,090,000.00 ","$310,000.00 ",03/01/1972,09/01/1988
IBRD05610,Malaysia,6.5,USD,P004224,"$3,600,000.00 ",$0.00 ,"$3,600,000.00 ","$3,540,000.00 ","$60,000.00 ",09/15/1972,09/15/1988
IBRD05620,Zambia,6.5,USD,P003155,"$5,300,000.00 ",$0.00 ,"$5,300,000.00 ","$5,300,000.00 ",$0.00 ,07/15/1978,07/15/1993
IBRD05630,Zambia,6.5,USD,P003157,"$10,700,000.00 ","$296,332.49 ","$10,403,667.51 ","$10,403,667.51 ",$0.00 ,07/15/1970,07/15/1988
IBRD05640,Trinidad and Tobago,6.5,USD,P008080,"$9,400,000.00 ","$232,092.35 ","$9,167,907.65 ","$8,491,917.45 ","$675,990.20 ",10/15/1978,10/15/1993
IBRD05650,Brazil,6.5,USD,P006237,"$22,300,000.00 ","$147,254.17 ","$22,152,745.83 ","$22,152,745.83 ",$0.00 ,05/15/1975,11/15/1993
IBRD05660,Brazil,6.5,USD,P006238,"$26,600,000.00 ","$415,453.07 ","$26,184,546.93 ","$26,184,546.93 ",$0.00 ,02/15/1975,08/15/1993
IBRD05670,Brazil,6.5,USD,P006239,"$26,000,000.00 ","$3,154,588.10 ","$22,845,411.90 ","$22,795,411.90 ","$50,000.00 ",05/15/1973,11/15/1993
IBRD05680,Turkey,6.5,USD,P008888,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$24,515,000.00 ","$485,000.00 ",10/01/1972,10/01/1993
IBRD05690,Sri Lanka,6.5,USD,P010051,"$4,900,000.00 ","$4,900,000.00 ",$0.00 ,$0.00 ,$0.00 ,01/01/1974,01/01/1974
IBRD05700,Madagascar,6.5,USD,P001470,"$3,500,000.00 ",$0.00 ,"$3,500,000.00 ","$3,500,000.00 ",$0.00 ,10/15/1978,10/15/1998
IBRD05710,Morocco,0,USD,P005354,"$15,000,000.00 ","$3,601,817.50 ","$11,398,182.50 ","$11,398,182.50 ",$0.00 ,01/15/1971,07/15/1985
IBRD05720,Nigeria,6.5,USD,P002012,"$14,500,000.00 ","$31,856.24 ","$14,468,143.76 ","$14,383,143.76 ","$85,000.00 ",02/15/1971,08/15/1999
IBRD05730,Tunisia,6.5,USD,P005599,"$8,500,000.00 ",$0.00 ,"$8,500,000.00 ","$8,500,000.00 ",$0.00 ,10/15/1978,10/15/1998
IBRD05740,"Taiwan, China",6.5,USD,P003667,"$50,000,000.00 ",$0.00 ,"$50,000,000.00 ","$47,970,000.00 ","$2,030,000.00 ",10/15/1974,10/15/1993
IBRD05750,Colombia,6.5,USD,P006717,"$18,000,000.00 ",$0.00 ,"$18,000,000.00 ","$18,000,000.00 ",$0.00 ,03/15/1972,09/15/1993
IBRD05760,Guatemala,6.5,USD,P007182,"$6,300,000.00 ",$0.00 ,"$6,300,000.00 ","$6,300,000.00 ",$0.00 ,04/01/1979,10/01/1994
IBRD05770,Argentina,6.5,USD,P005925,"$82,000,000.00 ",$0.00 ,"$82,000,000.00 ","$81,200,000.00 ","$800,000.00 ",03/15/1975,03/15/1994
IBRD05780,Pakistan,6.5,USD,P010052,"$35,000,000.00 ","$33,998,363.02 ","$1,001,636.98 ","$1,001,636.98 ",$0.00 ,03/15/1979,03/15/1999
IBRD05790,Malaysia,6.5,USD,P004223,"$11,500,000.00 ","$3,000,000.00 ","$8,500,000.00 ","$8,006,443.99 ","$493,556.01 ",06/15/1973,12/15/1988
IBRD05800,Gabon,6.5,USD,P000779,"$6,000,000.00 ","$48,346.35 ","$5,951,653.65 ","$5,951,653.65 ",$0.00 ,01/15/1973,01/15/1989
IBRD05810,Tunisia,6.5,USD,P005601,"$15,000,000.00 ",$0.00 ,"$15,000,000.00 ","$14,700,000.00 ","$300,000.00 ",03/01/1974,09/01/1993
IBRD05820,Finland,6.5,USD,P037378,"$22,000,000.00 ",$0.00 ,"$22,000,000.00 ","$22,000,000.00 ",$0.00 ,09/01/1969,03/01/1986
IBRD05830,Guyana,6.5,USD,P007227,"$2,900,000.00 ",$0.00 ,"$2,900,000.00 ","$2,900,000.00 ",$0.00 ,06/15/1979,12/15/1998
IBRD05840,Senegal,6.5,USD,P002274,"$3,500,000.00 ","$3,500,000.00 ",$0.00 ,$0.00 ,$0.00 ,01/01/1973,01/01/1973
IBRD05850,Madagascar,6.5,USD,P001469,"$2,800,000.00 ",$0.00 ,"$2,800,000.00 ","$2,800,000.00 ",$0.00 ,04/15/1978,04/15/1991
IBRD05860,Tanzania,6.5,USD,P002680,"$7,000,000.00 ",$0.00 ,"$7,000,000.00 ","$7,000,000.00 ",$0.00 ,03/01/1979,03/01/1999
IBRD05870,Turkey,6.5,USD,P008885,"$12,000,000.00 ",$0.00 ,"$12,000,000.00 ","$12,000,000.00 ",$0.00 ,06/01/1979,06/01/1999
IBRD05880,Nigeria,6.5,USD,P002011,"$6,000,000.00 ","$324,810.18 ","$5,675,189.82 ","$5,675,189.82 ",$0.00 ,01/01/1972,07/01/1983
IBRD05890,Turkey,6.5,USD,P008886,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$25,000,000.00 ",$0.00 ,04/15/1971,04/15/1986
IBRD05900,Pakistan,6.5,USD,P010054,"$40,000,000.00 ","$18,503,654.57 ","$21,496,345.43 ","$21,446,345.43 ","$50,000.00 ",12/15/1972,06/15/1989
IBRD05910,Ireland,6.5,USD,P037394,"$14,500,000.00 ",$0.00 ,"$14,500,000.00 ","$8,243,291.91 ","$6,256,708.09 ",06/15/1974,06/15/1994
IBRD05920,Zambia,6.5,USD,P003156,"$17,400,000.00 ","$720,481.65 ","$16,679,518.35 ","$16,679,518.35 ",$0.00 ,07/15/1979,07/15/1994
IBRD05930,Cameroon,6.5,USD,P000314,"$7,900,000.00 ",$248.03 ,"$7,899,751.97 ","$7,777,401.93 ","$122,350.04 ",01/15/1979,01/15/1999
IBRD05940,"Iran, Islamic Republic of",6.5,USD,P005186,"$30,000,000.00 ","$7,485,845.26 ","$22,514,154.74 ","$22,514,154.74 ",$0.00 ,06/15/1975,06/15/1989
IBRD05950,Singapore,6.5,USD,P004638,"$20,500,000.00 ",$0.00 ,"$20,500,000.00 ","$18,154,012.56 ","$2,345,987.44 ",12/15/1972,06/15/1989
IBRD05960,Ethiopia,6.5,USD,P000669,"$23,100,000.00 ","$3,022.78 ","$23,096,977.22 ","$23,096,977.22 ",$0.00 ,06/15/1974,06/15/1994
IBRD05970,Pakistan,6.5,USD,P010055,"$8,000,000.00 ",$0.00 ,"$8,000,000.00 ","$8,000,000.00 ",$0.00 ,08/15/1972,08/15/1989
IBRD05980,Jamaica,6.5,USD,P007407,"$5,000,000.00 ","$198,969.71 ","$4,801,030.29 ","$4,751,030.29 ","$50,000.00 ",04/15/1973,04/15/1989
IBRD05990,Malaysia,6.5,USD,P004222,"$8,800,000.00 ","$154,421.13 ","$8,645,578.87 ","$8,415,578.87 ","$230,000.00 ",08/01/1979,08/01/1994
IBRD06000,"Korea, Republic of",6.5,USD,P004041,"$45,000,000.00 ","$5,467.00 ","$44,994,533.00 ","$41,394,973.49 ","$3,599,559.51 ",06/15/1976,06/15/1999
IBRD06010,Trinidad and Tobago,6.5,USD,P008081,"$2,000,000.00 ",$0.00 ,"$2,000,000.00 ","$2,000,000.00 ",$0.00 ,07/15/1971,01/15/1984
IBRD06020,"Iran, Islamic Republic of",6.5,USD,P005187,"$40,000,000.00 ","$203,380.02 ","$39,796,619.98 ","$39,796,619.98 ",$0.00 ,12/15/1971,06/15/1986
IBRD06030,"Taiwan, China",6.5,USD,P003668,"$31,200,000.00 ","$1,570,000.00 ","$29,630,000.00 ","$29,530,000.00 ","$100,000.00 ",12/15/1972,12/15/1984
IBRD06040,Cameroon,6.5,USD,P000315,"$5,000,000.00 ","$69,103.85 ","$4,930,896.15 ","$4,930,896.15 ",$0.00 ,06/15/1972,06/15/1989
IBRD06050,Ethiopia,6.5,USD,P000668,"$4,500,000.00 ",$0.00 ,"$4,500,000.00 ","$4,500,000.00 ",$0.00 ,12/15/1973,06/15/1989
IBRD06060,Tunisia,6.5,USD,P005600,"$8,500,000.00 ",$0.00 ,"$8,500,000.00 ","$8,500,000.00 ",$0.00 ,10/15/1973,10/15/1994
IBRD06070,Philippines,6.5,USD,P004417,"$12,500,000.00 ","$6,038.58 ","$12,493,961.42 ","$11,076,903.16 ","$1,417,058.26 ",06/01/1973,06/01/1983
IBRD06080,Serbia,6.5,USD,P009145,"$25,963,232.89 ",$0.00 ,"$25,963,232.89 ","$25,963,232.89 ",$0.00 ,09/01/1974,09/01/1994
IBRD06087,"Macedonia, former Yugoslav Republic",6.5,USD,P009145,"$727,262.11 ",$0.00 ,"$727,262.11 ","$727,262.11 ",$0.00 ,09/01/1974,09/01/1994
IBRD06088,Slovenia,6.5,USD,P009145,"$2,022,344.00 ",$0.00 ,"$2,022,344.00 ","$2,022,344.00 ",$0.00 ,09/01/1974,09/01/1994
IBRD06089,Croatia,6.5,USD,P009145,"$1,287,161.00 ",$0.00 ,"$1,287,161.00 ","$1,287,161.00 ",$0.00 ,09/01/1974,09/01/1994
IBRD06090,El Salvador,6.5,USD,P007146,"$4,900,000.00 ","$313,624.09 ","$4,586,375.91 ","$4,586,375.91 ",$0.00 ,04/15/1979,10/15/1999
IBRD06100,Mexico,6.5,USD,P007518,"$65,000,000.00 ",$0.00 ,"$65,000,000.00 ","$65,000,000.00 ",$0.00 ,09/01/1974,09/01/1989
IBRD06110,Cote d'Ivoire,6.5,USD,P001096,"$3,300,000.00 ",$0.00 ,"$3,300,000.00 ","$3,300,000.00 ",$0.00 ,05/01/1975,05/01/1990
IBRD06120,Cote d'Ivoire,6.5,USD,P001096,"$4,800,000.00 ",$0.00 ,"$4,800,000.00 ","$4,800,000.00 ",$0.00 ,05/01/1975,05/01/1990
IBRD06130,Cote d'Ivoire,6.5,USD,P001096,"$9,000,000.00 ",$0.00 ,"$9,000,000.00 ","$9,000,000.00 ",$0.00 ,05/01/1975,05/01/1990
IBRD06140,India,6.5,USD,P009643,"$13,000,000.00 ","$1,550,238.27 ","$11,449,761.73 ","$11,449,761.73 ",$0.00 ,06/15/1979,06/15/1999
IBRD06150,India,6.5,USD,P009644,"$27,500,000.00 ",$0.00 ,"$27,500,000.00 ","$27,500,000.00 ",$0.00 ,06/15/1979,12/15/1998
IBRD06160,"Venezuela, Republica Bolivariana de",6.5,USD,P008188,"$20,000,000.00 ",$0.00 ,"$20,000,000.00 ","$19,900,000.00 ","$100,000.00 ",12/15/1973,06/15/1989
IBRD06170,Liberia,6.5,USD,P001412,"$3,600,000.00 ","$173,514.86 ","$3,426,485.14 ","$3,426,485.14 ",$0.00 ,12/15/1971,06/15/1984
IBRD06180,Ghana,6.5,USD,P000836,"$6,000,000.00 ",$0.00 ,"$6,000,000.00 ","$6,000,000.00 ",$0.00 ,06/15/1979,06/15/1994
IBRD06190,Argentina,6.5,USD,P005926,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$25,000,000.00 ",$0.00 ,09/15/1973,03/15/1994
IBRD06200,Paraguay,6.5,USD,P007855,"$4,300,000.00 ",$0.00 ,"$4,300,000.00 ","$4,300,000.00 ",$0.00 ,10/01/1979,10/01/1999
IBRD06210,Pakistan,6.5,USD,P010057,"$14,500,000.00 ",$0.00 ,"$14,500,000.00 ","$14,500,000.00 ",$0.00 ,02/15/1973,08/15/1994
IBRD06220,"Korea, Republic of",6.5,USD,P004042,"$20,000,000.00 ","$274,314.03 ","$19,725,685.97 ","$19,725,685.97 ",$0.00 ,11/15/1971,05/15/1986
IBRD06230,Turkey,6.5,USD,P008887,"$11,500,000.00 ",$0.00 ,"$11,500,000.00 ","$11,500,000.00 ",$0.00 ,09/15/1973,09/15/1994
IBRD06240,Colombia,6.5,USD,P006714,"$17,000,000.00 ",$0.00 ,"$17,000,000.00 ","$17,000,000.00 ",$0.00 ,12/15/1974,12/15/1984
IBRD06250,Colombia,6.5,USD,P006715,"$25,000,000.00 ","$122,229.74 ","$24,877,770.26 ","$24,877,770.26 ",$0.00 ,06/15/1970,12/15/1986
IBRD06260,Thailand,6.5,USD,P004669,"$23,000,000.00 ","$6,242,789.54 ","$16,757,210.46 ","$16,757,210.46 ",$0.00 ,04/15/1974,10/15/1989
IBRD06270,Zambia,6.5,USD,P003154,"$2,500,000.00 ","$1,667,438.09 ","$832,561.91 ","$832,561.91 ",$0.00 ,12/15/1974,06/15/1984
IBRD06280,Cyprus,6.5,USD,P008339,"$11,500,000.00 ",$0.00 ,"$11,500,000.00 ","$11,500,000.00 ",$0.00 ,06/01/1974,06/01/1994
IBRD06290,"Venezuela, Republica Bolivariana de",6.5,USD,P008187,"$31,000,000.00 ",$0.00 ,"$31,000,000.00 ","$31,000,000.00 ",$0.00 ,06/15/1974,06/15/1989
IBRD06300,Philippines,6.5,USD,P004419,"$25,000,000.00 ","$1,329,917.11 ","$23,670,082.89 ","$23,670,082.89 ",$0.00 ,01/01/1971,07/01/1986
IBRD06310,Costa Rica,6.5,USD,P006904,"$12,000,000.00 ",$0.00 ,"$12,000,000.00 ","$12,000,000.00 ",$0.00 ,11/01/1973,05/01/1994
IBRD06320,Costa Rica,6.5,USD,P006903,"$6,500,000.00 ",$0.00 ,"$6,500,000.00 ","$6,500,000.00 ",$0.00 ,11/01/1973,05/01/1989
IBRD06330,Spain,6.5,USD,P037487,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$24,591,000.00 ","$409,000.00 ",12/15/1974,12/15/1986
IBRD06340,Sri Lanka,6.5,USD,P010058,"$8,000,000.00 ","$5,089,768.93 ","$2,910,231.07 ","$2,910,231.07 ",$0.00 ,05/01/1972,05/01/1989
IBRD06350,Bolivia,6.5,USD,P006115,"$23,250,000.00 ",$0.00 ,"$23,250,000.00 ","$23,250,000.00 ",$0.00 ,07/01/1973,07/01/1991
IBRD06360,Sri Lanka,6.5,USD,P010059,"$21,000,000.00 ","$4,500,000.00 ","$16,500,000.00 ","$16,500,000.00 ",$0.00 ,06/15/1974,06/15/1994
IBRD06370,Philippines,7,USD,P004418,"$34,000,000.00 ","$116,321.17 ","$33,883,678.83 ","$33,883,678.83 ",$0.00 ,12/15/1976,12/15/1994
IBRD06380,Eastern Africa,6.5,USD,P000624,"$13,175,000.00 ","$51,000.00 ","$13,124,000.00 ","$13,124,000.00 ",$0.00 ,06/15/1974,06/15/1994
IBRD06381,Kenya,6.5,USD,P000624,"$9,166,500.00 ","$195,676.84 ","$8,970,823.16 ","$8,970,823.16 ",$0.00 ,06/15/1985,06/15/1994
IBRD06382,Tanzania,6.5,USD,P000624,"$6,984,000.00 ","$149,087.11 ","$6,834,912.89 ","$6,834,912.89 ",$0.00 ,06/15/1985,06/15/1994
IBRD06383,Uganda,6.5,USD,P000624,"$5,674,500.00 ","$121,133.28 ","$5,553,366.71 ","$5,553,366.71 ",$0.00 ,06/15/1985,06/15/1994
IBRD06390,Kenya,7,USD,P001231,"$23,500,000.00 ",$0.00 ,"$23,500,000.00 ","$23,500,000.00 ",$0.00 ,09/01/1979,09/01/1994
